organizedstarttimes,organizedendtimes,datarecordtimes,movienames,emptycol_1,emptycol_2,emptycol_3,emptycol_4,emptycol_5,emptycol_6,emptycol_7,emptycol_8,emptycol_9,emptycol_10,emptycol_11,emptycol_12,emptycol_13,emptycol_14,emptycol_15,emptycol_16,emptycol_17,emptycol_18,emptycol_19,emptycol_20,emptycol_21,emptycol_22,emptycol_23,emptycol_24,emptycol_25,emptycol_26,emptycol_27,emptycol_28,emptycol_29,emptycol_30,emptycol_31,emptycol_32,emptycol_33,emptycol_34,emptycol_35,emptycol_36,emptycol_37,emptycol_38,emptycol_39,emptycol_40,emptycol_41,emptycol_42,emptycol_43,emptycol_44,emptycol_45,emptycol_46,emptycol_47,emptycol_48,emptycol_49,emptycol_50,emptycol_51,emptycol_52,emptycol_53,emptycol_54,emptycol_55,emptycol_56,emptycol_57,emptycol_58,emptycol_59,emptycol_60,emptycol_61,emptycol_62,emptycol_63,emptycol_64,emptycol_65,emptycol_66,emptycol_67,emptycol_68,emptycol_69,emptycol_70,emptycol_71,emptycol_72,emptycol_73,emptycol_74,emptycol_75,emptycol_76,emptycol_77,emptycol_78,emptycol_79,emptycol_80,emptycol_81,emptycol_82,emptycol_83,emptycol_84,emptycol_85,emptycol_86,emptycol_87,emptycol_88,emptycol_89,emptycol_90,emptycol_91,emptycol_92,emptycol_93,emptycol_94,emptycol_95,emptycol_96,emptycol_97,emptycol_98,emptycol_99,emptycol_100,emptycol_101,emptycol_102,emptycol_103,emptycol_104,emptycol_105,emptycol_106,emptycol_107,emptycol_108,emptycol_109,emptycol_110,emptycol_111,emptycol_112,emptycol_113,emptycol_114,emptycol_115,emptycol_116,emptycol_117,emptycol_118,emptycol_119,emptycol_120,emptycol_121,emptycol_122,emptycol_123,emptycol_124,emptycol_125,emptycol_126,emptycol_127,emptycol_128,emptycol_129,emptycol_130,emptycol_131,emptycol_132,emptycol_133,emptycol_134,emptycol_135,emptycol_136,emptycol_137,emptycol_138,emptycol_139,emptycol_140,emptycol_141,emptycol_142,emptycol_143,emptycol_144,emptycol_145,emptycol_146,emptycol_147,emptycol_148,emptycol_149,emptycol_150,emptycol_151,emptycol_152,emptycol_153,emptycol_154,emptycol_155,emptycol_156,emptycol_157,emptycol_158,emptycol_159,emptycol_160,emptycol_161,emptycol_162,emptycol_163,emptycol_164,emptycol_165,emptycol_166,emptycol_167,emptycol_168,emptycol_169,emptycol_170,emptycol_171,emptycol_172,emptycol_173,emptycol_174,emptycol_175,emptycol_176,emptycol_177,emptycol_178,emptycol_179,emptycol_180,emptycol_181,emptycol_182,emptycol_183,emptycol_184,emptycol_185,emptycol_186,emptycol_187,emptycol_188,emptycol_189,emptycol_190,emptycol_191,emptycol_192,emptycol_193,emptycol_194,emptycol_195,emptycol_196,emptycol_197,emptycol_198
1353.852875,1358.8472,1352.022135259,CM_gabor_synthCarr_synthEnv_pred_0000_01,1354.036125,1354.04095,1354.044175,1354.15025,1354.1671,1354.17425,1354.18695,1354.20745,1354.401725,1354.40375,1354.406075,1354.43505,1354.56305,1354.566575,1354.587875,1354.725775,1354.7304,1354.84125,1354.891075,1355.003225,1355.0208,1355.047375,1355.05795,1355.06855,1355.1595,1355.162825,1355.169675,1355.176725,1355.26685,1355.2722,1355.316825,1355.31995,1355.3226,1355.32785,1355.330525,1355.334375,1355.3385,1355.3505,1355.37845,1355.391175,1355.400975,1355.5416,1355.54475,1355.54785,1355.5525,1355.67505,1355.6844,1355.68875,1355.698225,1355.704025,1355.7671,1355.935825,1355.9397,1355.941825,1355.95865,1356.06875,1356.1472,1356.154025,1356.218475,1356.346475,1356.348875,1356.352575,1356.367875,1356.375425,1356.380825,1356.385625,1356.398825,1356.408275,1356.413,1356.4271,1356.522475,1356.525125,1356.5281,1356.532925,1356.535825,1356.5391,1356.561525,1356.57335,1356.634575,1356.642525,1356.68005,1356.6858,1356.689775,1356.70095,1356.870275,1356.87215,1356.874275,1356.8776,1356.8819,1356.888525,1356.897325,1356.9458,1356.950475,1356.9552,1356.9616,1356.966475,1356.97775,1357.0179,1357.116175,1357.17535,1357.25275,1357.259925,1357.27,1357.299,1357.3048,1357.3173,1357.3423,1357.409675,1357.411525,1357.4137,1357.418,1357.5807,1357.5827,1357.585,1357.58895,1357.5968,1357.604725,1357.6381,1357.6447,1357.6491,1357.6581,1357.7089,1357.71315,1357.7158,1357.734225,1357.760225,1357.814625,1357.824775,1357.826975,1357.83905,1358.0103,1358.013,1358.0211,1358.115375,1358.119875,1358.12155,1358.13245,1358.135875,1358.15285,1358.1579,1358.164225,1358.171025,1358.17605,1358.18115,1358.189575,1358.3333,1358.3357,1358.338875,1358.4455,1358.44885,1358.45655,1358.467125,1358.4693,1358.478725,1358.529475,1358.5375,1358.548125,1358.704475,1358.70925,1358.7149,1358.77415,1358.823125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362.172675,1367.167,1360.3596525,CM_gabor_synthCarr_synthEnv_0000_16,1362.201375,1362.31765,1362.330225,1362.345925,1362.357025,1362.37215,1362.386925,1362.44505,1362.688525,1362.690575,1362.692175,1362.694775,1362.7008,1362.705875,1362.984325,1363.006275,1363.117025,1363.12485,1363.2087,1363.2488,1363.276275,1363.285675,1363.290175,1363.302375,1363.4618,1363.47495,1363.4834,1363.55855,1363.567275,1363.5935,1363.596975,1363.59975,1363.606825,1363.614275,1363.622025,1363.930925,1363.939075,1363.955125,1364.0599,1364.062675,1364.172325,1364.18645,1364.191725,1364.201625,1364.27595,1364.282025,1364.2882,1364.297875,1364.4445,1364.452225,1364.45405,1364.47475,1364.477,1364.525925,1364.556925,1364.792125,1364.85665,1364.861425,1364.866575,1364.875275,1364.879175,1364.96335,1364.969725,1364.974925,1364.98555,1364.99705,1365.0498,1365.054075,1365.0727,1365.187175,1365.212325,1365.2393,1365.250225,1365.55435,1365.5569,1365.56195,1365.59465,1365.60625,1365.626125,1365.645525,1365.654975,1365.660575,1365.7953,1365.8068,1365.81215,1365.8238,1365.829625,1365.97475,1365.977075,1365.9806,1365.987,1365.99415,1366.01685,1366.02335,1366.122875,1366.128275,1366.136725,1366.26375,1366.26795,1366.361225,1366.440875,1366.449675,1366.487675,1366.49095,1366.52115,1366.530675,1366.5705,1366.582175,1366.663475,1366.708075,1366.71145,1366.7179,1366.7236,1366.77975,1366.842075,1366.84655,1366.890325,1366.920125,1367.049,1367.063125,1367.071775,1367.082925,1367.09165,1367.0947,1367.0969,1367.098675,1367.1016,1367.104125,1367.112375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370.5258,1375.520125,1368.702020664,CM_gabor_synthCarr_synthEnv_reg_0000_04,1370.536775,1370.5467,1370.5552,1370.61785,1370.631675,1370.645225,1370.67175,1370.685975,1370.76135,1370.767675,1370.954,1370.965075,1371.092525,1371.09495,1371.100075,1371.121375,1371.196075,1371.20185,1371.2902,1371.582425,1371.587625,1371.73325,1371.735275,1371.737675,1371.741525,1371.752525,1371.761975,1371.763975,1371.785825,1371.79325,1371.84925,1371.9495,1371.9659,1371.990025,1372.0621,1372.06455,1372.072075,1372.220625,1372.222825,1372.2255,1372.23045,1372.23225,1372.257875,1372.3495,1372.352825,1372.354525,1372.35685,1372.36515,1372.370525,1372.377325,1372.387075,1372.434375,1372.450325,1372.456975,1372.533075,1372.5356,1372.54235,1372.54825,1372.56085,1372.851125,1372.853025,1372.8553,1372.861825,1372.913125,1372.919,1372.923625,1372.927,1372.935125,1372.939375,1373.086575,1373.092225,1373.11045,1373.116925,1373.121675,1373.124475,1373.12915,1373.1341,1373.2999,1373.301875,1373.30805,1373.314025,1373.40655,1373.409825,1373.41215,1373.415025,1373.483375,1373.489,1373.668725,1373.672625,1373.674825,1373.679875,1373.697125,1373.7086,1373.724375,1373.77145,1373.861025,1373.878725,1373.915925,1373.92,1374.1115,1374.19,1374.19705,1374.1992,1374.2039,1374.211525,1374.218925,1374.226975,1374.235175,1374.239975,1374.41755,1374.432075,1374.442625,1374.445325,1374.4757,1374.488,1374.495825,1374.638025,1374.64055,1374.6451,1374.668375,1374.729,1374.73725,1374.747075,1374.80095,1374.80515,1374.8199,1374.8263,1374.83355,1374.84045,1374.966575,1374.97105,1374.975925,1374.98145,1375.111875,1375.122275,1375.127775,1375.13355,1375.1402,1375.26465,1375.2671,1375.269925,1375.275825,1375.34315,1375.3791,1375.449175,1375.457,1375.47245,1375.5095,1375.512125,1375.517075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378.87895,1383.873275,1377.062143672,CM_gabor_synthCarr_synthEnv_pred_0000_02,1378.905425,1379.1372,1379.1587,1379.27005,1379.28615,1379.410125,1379.7039,1379.707575,1379.721725,1379.733925,1379.859475,1379.866925,1379.87675,1379.888975,1379.950725,1379.956825,1379.962975,1379.96995,1380.029775,1380.033475,1380.03815,1380.1964,1380.203825,1380.2071,1380.214175,1380.220775,1380.27285,1380.2764,1380.37285,1380.375275,1380.37695,1380.4862,1380.4939,1380.500125,1380.5032,1380.51705,1380.627175,1380.63175,1380.73855,1380.741525,1380.811925,1380.8174,1381.04415,1381.046275,1381.048875,1381.05045,1381.053675,1381.06405,1381.0746,1381.082975,1381.089275,1381.09435,1381.185625,1381.19325,1381.204125,1381.21335,1381.334425,1381.42375,1381.455525,1381.47315,1381.6191,1381.6213,1381.6234,1381.62785,1381.6399,1381.644075,1381.65205,1381.655075,1381.661475,1381.665425,1381.670775,1381.676725,1381.6831,1381.74775,1381.750675,1381.753175,1381.7557,1381.76105,1381.7683,1381.771875,1381.987925,1381.99275,1381.9948,1382.00715,1382.01765,1382.038125,1382.1302,1382.132425,1382.13645,1382.14045,1382.149325,1382.152625,1382.3065,1382.3092,1382.31385,1382.32355,1382.330475,1382.333975,1382.4488,1382.476825,1382.48685,1382.503325,1382.508,1382.5381,1382.545125,1382.56245,1382.7303,1382.733,1382.75755,1382.76605,1382.771225,1382.7793,1382.8103,1382.813325,1382.818025,1382.8204,1382.8249,1382.831625,1383.0176,1383.0252,1383.091425,1383.19995,1383.202625,1383.20505,1383.20755,1383.211025,1383.219325,1383.244625,1383.25655,1383.353375,1383.355725,1383.3585,1383.36415,1383.37025,1383.384225,1383.43755,1383.586275,1383.58835,1383.591075,1383.59315,1383.595925,1383.6011,1383.61305,1383.695325,1383.69995,1383.770525,1383.780875,1383.8042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387.25875,1392.253075,1385.438704287,CM_gabor_synthCarr_synthEnv_0000_04,1387.268825,1387.270975,1387.273675,1387.278525,1387.28075,1387.37075,1387.37335,1387.37765,1387.37945,1387.385675,1387.53665,1387.5427,1387.5662,1387.57875,1387.61545,1387.7383,1387.743875,1387.957275,1387.9642,1387.972675,1387.995775,1388.16695,1388.180125,1388.1838,1388.1951,1388.32275,1388.3276,1388.3337,1388.3425,1388.34815,1388.35275,1388.3642,1388.435975,1388.439375,1388.441525,1388.444925,1388.533425,1388.6575,1388.662075,1388.6701,1388.675375,1388.786775,1388.7894,1388.802525,1388.80935,1388.812275,1388.817925,1388.828225,1388.833825,1388.908675,1388.912225,1388.9147,1388.924925,1389.030725,1389.03575,1389.0438,1389.1227,1389.2288,1389.23725,1389.24945,1389.25955,1389.264325,1389.271225,1389.3405,1389.357175,1389.366525,1389.5294,1389.531975,1389.53685,1389.54335,1389.59905,1389.608025,1389.617225,1389.624025,1389.631575,1389.696075,1389.71585,1389.721325,1389.821075,1389.82325,1389.82635,1389.833075,1389.841925,1389.85225,1389.8576,1389.8637,1389.918725,1389.9585,1390.04805,1390.0512,1390.059925,1390.065575,1390.0727,1390.0802,1390.0864,1390.08875,1390.2009,1390.203375,1390.371525,1390.376425,1390.467725,1390.483725,1390.4897,1390.609325,1390.66155,1390.665075,1390.904325,1390.906475,1390.909325,1390.91115,1390.93055,1390.935425,1390.943275,1390.94665,1390.97155,1391.1511,1391.155625,1391.16355,1391.203025,1391.21015,1391.212625,1391.215575,1391.217775,1391.223725,1391.2265,1391.356575,1391.371275,1391.3772,1391.446975,1391.449325,1391.4516,1391.4624,1391.5697,1391.57755,1391.66425,1391.667175,1391.685425,1391.939975,1391.94185,1391.94435,1391.948675,1391.96775,1391.9831,1392.080625,1392.0832,1392.088125,1392.090675,1392.105525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395.61855,1400.612875,1393.804629443,CM_gabor_synthCarr_synthEnv_reg_0000_03,1395.72835,1395.7307,1395.7339,1395.735625,1395.884875,1395.905475,1395.917125,1395.92925,1395.945375,1396.0509,1396.148025,1396.19235,1396.206625,1396.41495,1396.435325,1396.66015,1396.662025,1396.6643,1396.6837,1396.697825,1396.7136,1396.722075,1396.753925,1396.784575,1396.7972,1396.80525,1396.9167,1396.918675,1396.9216,1397.0734,1397.0763,1397.078525,1397.0886,1397.1709,1397.173575,1397.1757,1397.179675,1397.18635,1397.28755,1397.3211,1397.324275,1397.3276,1397.33635,1397.4734,1397.475725,1397.4828,1397.52645,1397.53055,1397.537325,1397.66825,1397.675025,1397.676875,1397.682275,1397.871025,1397.8732,1397.8758,1397.8801,1397.89045,1397.91725,1397.926725,1397.9395,1397.98245,1398.073675,1398.080325,1398.1721,1398.4778,1398.479825,1398.482875,1398.4861,1398.492325,1398.50175,1398.50425,1398.508425,1398.51475,1398.587325,1398.598075,1398.604725,1398.611075,1398.61565,1398.61865,1398.624025,1398.6279,1398.6333,1398.6383,1398.79975,1398.864775,1398.8732,1398.9832,1399.026825,1399.26235,1399.264475,1399.267325,1399.408025,1399.41105,1399.41315,1399.4242,1399.434625,1399.5726,1399.5778,1399.58345,1399.588075,1399.596225,1399.7497,1399.752275,1399.757375,1399.76175,1399.771725,1399.91125,1399.914125,1399.918225,1399.920475,1399.957075,1400.10825,1400.11065,1400.11735,1400.15345,1400.157525,1400.1661,1400.16825,1400.1734,1400.3216,1400.32355,1400.347925,1400.38225,1400.388525,1400.394,1400.401025,1400.408675,1400.4225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404.005025,1408.99935,1402.179544801,CM_gabor_synthCarr_synthEnv_pred_0000_03,1404.0756,1404.082625,1404.0908,1404.10415,1404.132825,1404.254825,1404.261325,1404.26565,1404.2799,1404.385,1404.388875,1404.40435,1404.435975,1404.811775,1404.81405,1404.81735,1404.824975,1404.845475,1404.8822,1404.89715,1405.1549,1405.157,1405.1595,1405.162975,1405.181525,1405.33455,1405.336725,1405.34125,1405.3496,1405.35565,1405.46565,1405.467375,1405.471475,1405.479425,1405.487725,1405.49615,1405.52065,1405.576675,1405.5831,1405.5869,1405.5916,1405.84625,1406.002475,1406.0049,1406.006625,1406.010525,1406.018275,1406.03905,1406.076975,1406.106425,1406.11125,1406.1183,1406.196725,1406.208275,1406.397775,1406.401725,1406.415925,1406.41935,1406.42545,1406.6089,1406.6133,1406.6173,1406.627425,1406.767175,1406.769725,1406.782375,1406.8549,1406.85975,1406.864,1406.871625,1406.87365,1406.9013,1407.122875,1407.126475,1407.130525,1407.313375,1407.331975,1407.339675,1407.346,1407.3608,1407.411425,1407.421525,1407.42675,1407.42945,1407.529375,1407.67775,1407.68855,1407.7963,1407.810425,1407.8212,1407.848225,1408.0529,1408.0548,1408.0566,1408.059,1408.06395,1408.075975,1408.082475,1408.0869,1408.09445,1408.0993,1408.2814,1408.283325,1408.2856,1408.2902,1408.39025,1408.392725,1408.396275,1408.399675,1408.581275,1408.7004,1408.706325,1408.7221,1408.7299,1408.738225,1408.744725,1408.958475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412.364825,1417.359125,1410.548840656,CM_gabor_synthCarr_synthEnv_0000_06,1412.453825,1412.457125,1412.478825,1412.4943,1412.580375,1412.59105,1412.681625,1412.708075,1412.7172,1412.7286,1412.73625,1413.048275,1413.054575,1413.0764,1413.081975,1413.094425,1413.227,1413.229425,1413.232425,1413.238475,1413.25135,1413.37715,1413.37975,1413.384675,1413.533175,1413.536475,1413.6138,1413.617325,1413.6238,1413.8688,1413.871075,1413.875225,1413.876875,1413.8806,1413.88875,1413.896825,1413.99515,1413.996925,1413.9996,1414.00385,1414.0066,1414.0159,1414.03865,1414.098,1414.184625,1414.186275,1414.327725,1414.330075,1414.334375,1414.38215,1414.4926,1414.496675,1414.498425,1414.504875,1414.723175,1414.7341,1414.827975,1414.83235,1414.841025,1415.00785,1415.066025,1415.097775,1415.109825,1415.116575,1415.316725,1415.3238,1415.340375,1415.35215,1415.5176,1415.6155,1415.70505,1415.709325,1415.71445,1415.71715,1415.72375,1415.7707,1415.776075,1415.793175,1415.810675,1415.8959,1416.050475,1416.066675,1416.072825,1416.175925,1416.17855,1416.192975,1416.30265,1416.305025,1416.3073,1416.31015,1416.315075,1416.321125,1416.324625,1416.41965,1416.426775,1416.4513,1416.45765,1416.46575,1416.531125,1416.657625,1416.664625,1416.66925,1416.698575,1416.7116,1416.83985,1416.84205,1416.843825,1416.849425,1416.853375,1416.9515,1416.95795,1416.962975,1416.9676,1416.970175,1416.9735,1416.977725,1416.985125,1416.991025,1416.99445,1417.00035,1417.0056,1417.01085,1417.0191,1417.2161,1417.21845,1417.2636,1417.2678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420.75795,1425.752275,1418.932297701,CM_gabor_synthCarr_synthEnv_reg_0000_02,1420.993625,1421.002075,1421.372925,1421.548875,1421.55085,1421.553075,1421.560025,1421.571,1421.59375,1421.685075,1421.7081,1421.712775,1421.716925,1421.719325,1421.721825,1421.726525,1421.731525,1421.88115,1421.883275,1421.8862,1421.8924,1421.898075,1421.9231,1422.032825,1422.035475,1422.041225,1422.050475,1422.0561,1422.33515,1422.339325,1422.432525,1422.44245,1422.460975,1422.46955,1422.7071,1422.712125,1422.718975,1422.72895,1422.73755,1422.744975,1422.749825,1422.782225,1423.0548,1423.0569,1423.0591,1423.06205,1423.074475,1423.14755,1423.152125,1423.2079,1423.22615,1423.4032,1423.405175,1423.407925,1423.414675,1423.478825,1423.67495,1423.6773,1423.68535,1423.783075,1423.78945,1423.870075,1423.874675,1423.879375,1423.885625,1423.889975,1423.894975,1423.9009,1423.910225,1423.915275,1423.923475,1423.982575,1424.14445,1424.1682,1424.301925,1424.3059,1424.31365,1424.4367,1424.441,1424.589375,1424.59135,1424.593375,1424.596175,1424.598725,1424.742075,1424.74455,1424.7468,1424.7502,1424.765275,1424.791975,1424.803375,1424.896175,1424.89905,1424.91035,1424.923275,1424.9289,1424.9354,1425.17915,1425.18115,1425.183475,1425.1852,1425.1886,1425.193,1425.200725,1425.2143,1425.27175,1425.278625,1425.2838,1425.435275,1425.437975,1425.476775,1425.642625,1425.644975,1425.647175,1425.651875,1425.65505,1425.665,1425.67295,1425.6887,1425.69845,1425.72925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429.1311,1434.1254,1427.307996208,CM_gabor_synthCarr_synthEnv_pred_0000_05,1429.2405,1429.630325,1429.63345,1429.691,1429.7214,1429.78495,1429.817475,1429.825075,1430.18295,1430.185475,1430.192025,1430.3155,1430.318775,1430.325275,1430.49185,1430.49385,1430.496525,1430.498725,1430.502575,1430.635075,1430.64015,1430.68555,1430.691925,1430.701125,1430.721675,1430.741075,1430.745875,1430.75215,1430.76665,1431.0091,1431.0114,1431.016225,1431.03385,1431.1882,1431.19505,1431.249025,1431.373625,1431.3785,1431.3896,1431.39795,1431.4804,1431.489075,1431.75685,1431.759225,1431.76505,1431.769325,1431.773425,1431.778575,1431.97255,1431.975525,1431.987425,1432.07005,1432.0759,1432.085325,1432.096025,1432.1643,1432.1892,1432.192925,1432.3982,1432.400175,1432.4027,1432.405925,1432.478275,1432.4903,1432.525575,1432.62055,1432.623575,1432.66185,1432.7803,1432.7853,1432.7875,1432.792425,1432.797175,1432.803875,1432.8079,1432.943625,1432.946025,1432.94915,1432.96215,1432.998975,1433.00245,1433.006325,1433.012875,1433.130075,1433.1341,1433.220725,1433.223525,1433.2281,1433.23495,1433.237225,1433.326375,1433.334725,1433.34725,1433.353975,1433.406775,1433.425525,1433.4283,1433.4304,1433.439575,1433.44265,1433.664775,1433.66695,1433.671775,1433.67565,1433.68405,1433.68665,1433.896275,1433.89835,1433.900725,1433.9839,1433.98665,1433.9923,1433.994675,1434.06975,1434.079125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441.3908,1446.385125,1439.558087521,CM_gabor_synthCarr_synthEnv_0000_19,1441.457625,1441.463375,1441.627025,1441.7463,1441.751725,1441.770625,1441.77905,1441.83865,1441.843725,1442.0549,1442.057075,1442.0602,1442.064,1442.24675,1442.2596,1442.2654,1442.27155,1442.27585,1442.284125,1442.2901,1442.301625,1442.310575,1442.45795,1442.461,1442.471075,1442.484875,1442.4904,1442.523725,1442.57865,1442.583,1442.588425,1442.592025,1442.61325,1442.658975,1442.661875,1442.66635,1442.6692,1442.671625,1442.9444,1442.95215,1442.954675,1442.962275,1442.969425,1443.24285,1443.24725,1443.252575,1443.362,1443.36405,1443.3693,1443.37815,1443.38025,1443.388425,1443.3906,1443.39825,1443.402325,1443.56285,1443.5959,1443.619525,1443.630375,1443.650975,1443.743725,1443.848875,1443.851625,1443.854925,1443.872325,1443.984425,1443.987175,1444.00015,1444.00235,1444.006575,1444.0108,1444.013475,1444.02785,1444.1022,1444.1064,1444.10875,1444.1135,1444.2021,1444.20825,1444.214875,1444.23355,1444.237125,1444.24685,1444.254075,1444.31815,1444.322425,1444.367,1444.382625,1444.483175,1444.490425,1444.578675,1444.58495,1444.58915,1444.595675,1444.68895,1444.69315,1444.6963,1444.76255,1444.768025,1444.772325,1444.9531,1444.95575,1445.042325,1445.0457,1445.052175,1445.16325,1445.1803,1445.19465,1445.196925,1445.22935,1445.245825,1445.264675,1445.268975,1445.275125,1445.278325,1445.284625,1445.305125,1445.308125,1445.314225,1445.319175,1445.336575,1445.3403,1445.347225,1445.5907,1445.594975,1445.6017,1445.608875,1445.627325,1445.699275,1445.71725,1445.725925,1445.732225,1445.738425,1445.749475,1445.75575,1445.75945,1445.862375,1445.865725,1445.872975,1445.92225,1445.9246,1445.9475,1445.952375,1445.95655,1445.96325,1445.9706,1446.121625,1446.124875,1446.13535,1446.140375,1446.1492,1446.152275,1446.18135,1446.183875,1446.188925,1446.19575,1446.30935,1446.311975,1446.31605,1446.3198,1446.334475,1446.38495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449.817275,1454.811575,1447.985800317,CM_gabor_synthCarr_synthEnv_reg_0000_02,1449.837675,1449.9615,1449.99665,1450.134725,1450.39545,1450.39755,1450.4021,1450.446825,1450.458325,1450.5606,1450.5716,1450.732725,1450.735375,1450.750375,1450.769675,1450.778275,1450.78705,1450.79225,1450.940775,1450.942525,1450.94625,1450.94955,1450.95595,1450.957925,1450.9609,1451.086425,1451.088575,1451.090725,1451.094125,1451.100975,1451.112275,1451.1842,1451.1865,1451.192175,1451.196075,1451.272875,1451.2806,1451.2915,1451.383775,1451.38805,1451.49575,1451.500525,1451.507775,1451.517225,1451.5267,1451.53215,1451.6601,1451.665525,1451.784575,1451.7881,1451.794525,1451.80175,1451.815925,1451.836875,1451.843575,1451.93225,1451.941825,1451.947175,1452.09925,1452.10135,1452.109075,1452.113675,1452.121075,1452.136325,1452.146,1452.150425,1452.1676,1452.17345,1452.209175,1452.2144,1452.21845,1452.45345,1452.46875,1452.555225,1452.56675,1452.59215,1452.602675,1452.605575,1452.6165,1452.836125,1452.8503,1452.9239,1452.926825,1452.92895,1452.951475,1452.955325,1452.9577,1452.9617,1452.964075,1452.967075,1452.976975,1453.0548,1453.06495,1453.074375,1453.085475,1453.089225,1453.0986,1453.19735,1453.2038,1453.31225,1453.328375,1453.347925,1453.35685,1453.6503,1453.6524,1453.65475,1453.6612,1453.665075,1453.738975,1453.752425,1453.820025,1453.82585,1453.8541,1453.9983,1454.012575,1454.038075,1454.0443,1454.04925,1454.0571,1454.167725,1454.169975,1454.1801,1454.243875,1454.2495,1454.257325,1454.275475,1454.34215,1454.47285,1454.476275,1454.489875,1454.51905,1454.52585,1454.5959,1454.6027,1454.703925,1454.706375,1454.70875,1454.716975,1454.722925,1454.727175,1454.735025,1454.792925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458.223725,1463.218025,1456.400570462,CM_gabor_synthCarr_synthEnv_pred_0000_02,1458.39855,1458.4102,1458.419675,1458.46465,1458.633575,1458.651075,1458.66655,1458.679325,1458.775225,1458.783125,1458.797425,1458.8041,1458.982675,1459.1002,1459.139325,1459.141525,1459.144175,1459.16155,1459.17365,1459.2175,1459.2217,1459.2976,1459.301775,1459.3097,1459.3226,1459.329675,1459.33785,1459.35025,1459.362575,1459.3715,1459.380325,1459.38255,1459.3911,1459.545125,1459.54895,1459.55525,1459.565775,1459.578725,1459.6185,1459.626925,1459.724,1459.726175,1459.729225,1459.852875,1459.86075,1459.863125,1459.9831,1459.985775,1460.032425,1460.096625,1460.15585,1460.15895,1460.1641,1460.17195,1460.393625,1460.39555,1460.3977,1460.3997,1460.405975,1460.409725,1460.422725,1460.42835,1460.4312,1460.433775,1460.442625,1460.5501,1460.55545,1460.5666,1460.667175,1460.671725,1460.675675,1460.68365,1460.765475,1460.772425,1460.77895,1460.78505,1460.794475,1460.9553,1460.95715,1460.959225,1460.961825,1460.978775,1460.985425,1460.9894,1460.995225,1460.99795,1461.001675,1461.004675,1461.0095,1461.015525,1461.0772,1461.08705,1461.08975,1461.09305,1461.09985,1461.10695,1461.113175,1461.20275,1461.205175,1461.212275,1461.229025,1461.3277,1461.345525,1461.476975,1461.4801,1461.485975,1461.495375,1461.5118,1461.653025,1461.6628,1461.665075,1461.667275,1461.6729,1461.6799,1461.682025,1461.6871,1461.83425,1461.840025,1461.849525,1461.853825,1461.868725,1461.875125,1461.884825,1461.8911,1461.896975,1461.8991,1461.98345,1462.10025,1462.105075,1462.165225,1462.1703,1462.174825,1462.1905,1462.36355,1462.377275,1462.386075,1462.543325,1462.547125,1462.5502,1462.553025,1462.5568,1462.56275,1462.580475,1462.723975,1462.725975,1462.72835,1462.7326,1462.842875,1462.928725,1462.9309,1462.934025,1462.93785,1462.940375,1462.948275,1462.955025,1462.962,1462.964925,1463.033625,1463.04835,1463.05415,1463.125875,1463.132625,1463.13745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
